Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,WI,2014,"8         ",Male,14,Right-Handed,117,32,69.5,1,Bus,42,.408,38,"Football (American)",500,300,600,400,700,900,32,"Same length",83,75,"Index finger",September,Fall,Yes,No,Meat,Water,"Physical education",7,13,5,"Yes - other","Text messaging",40,45,2.5,1,,,,,,,,,,,,,,,,,
USA,WI,2015,"10        ",Male,15,Right-Handed,162,25,169,1,Bicycle,3,0.418,60,Basketball,1000,1000,1000,909,380,545,26,"Left foot",700,700,"Same length",December,Fall,No,No,Meat,"Soft drink (caffeinated)","Physical education",8,12,7,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,1,1,2,2,0,2,7,5,5,5,0,0,Some,"Some college","Rap/Hip hop","Freeze time",Healthy,"Sports person",Health
USA,WI,2018,"12        ",Female,17,Left-Handed,162,25,162,1,Car,22,0.402,52,Other,800,500,300,0,200,1000,24,"Right foot",83,71,"Index finger",April,Fall,Yes,No,Pizza/Pasta,Water,English,8.5,8,7,"Yes - other","Text messaging",28,20,65,1,3,10,6,0,30,100,100,0,6,3,Some,"Graduate degree",Country,Telepathy,Happy,"Sports person","Wildlife, animals"
USA,WI,2016,"12        ",Female,17,Right-Handed,163,24,164,1,Car,5,0.334,39,Baseball/Softball,470,620,310,290,875,990,25,"Left foot",96,98,"Ring finger",June,Fall,Yes,No,Pizza/Pasta,Milk,Science,6.5,9,4,"Yes - broadband connection","Internet chat or instant messaging",4,2,5,0.5,3,2,2,1,6,2,8,1,13,2,Some,"Graduate degree",Pop,Telepathy,Rich,"Musician or singer",Health
USA,WI,2018,"11        ",Male,17,Right-Handed,72,14,70,1,Bus,1,2,10,"Football (American)",233,122,112,122,122,222,1222,"Right foot",9,3,"Index finger",December,Winter,No,No,Poultry,Water,Other,0,0,199,"Yes - dial-up connection","In person",0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Less than high school",Classical,Invisibility,Rich,Relative,"Arts, culture, sports"
USA,WI,2024,"11        ",Female,16,Right-Handed,4'11,149,145,2,Car,45," 0.43",38,Other,1000,1000,1000,1000,134,134,149,"Same length",55,55,"Same length",July,Summer,Yes,No,"Rice/Noodle dishes",Water,Art,7,10,6,"Yes - other","Cell phone",120,120,55,55,25,60,25,6,50,20,40,8,24,18,"A lot","Graduate degree",Other,Fly,Happy,Relative,Health
USA,WI,2014,"8         ",Female,13,Right-Handed,160,7,144,1,Bus,30,.553,50,Athletics,1,6,4,5,3,2,7,"Same length",4,5,"Index finger",July,Summer,Yes,No,Salads,Coffee,Other,5,4,6,"Yes - other","Text messaging",30,30,6,6,7,8,6,2,8,12,9,1,1,5,"A lot",Other,Other,Telepathy,Rich,Other,Health
USA,WI,2017,"7         ",Female,12,Right-Handed,162,23,164,1,Bus,8,0.446,50,Soccer,1000,1000,1000,1000,0,0,23,"Same length",75,70,"Index finger",January,Spring,Yes,No,Salads,Water,"Physical education",8,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,35,90,"50 ",120,300,60,0,120,65,15,60,0,100,Some,"Graduate degree",Country,Invisibility,Happy,Relative,Religious
USA,WI,2019,"5         ",Female,11,Right-Handed,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"12        ",Female,17,Right-Handed,172,25,169,1,Walk,5,.278,36,Swimming,900,900,900,900,1000,1000,25,"Same length",95,99,"Ring finger",August,Fall,Yes,No,"Rice/Noodle dishes",Tea,History,7,12,3,"Yes - other","Text messaging",5,5,,,,,,,,,,,,,"A lot","Graduate degree",Other,Telepathy,Happy,Teacher,Health
USA,WI,2013,"8         ",Male,13,Right-Handed,158,24,158,1,Bus,2,.37,54,"Football (American)",914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2017,"8         ",Female,14,Right-Handed,171,21,170,2,Car,20,,,Walking/Hiking,,,,,,,28,"Left foot",9,9.5,"Ring finger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2023,"12        ",Female,17,Right-Handed,173,25,163,1,Bus,95,0.225,35,Walking/Hiking,950,300,300,300,25,150,25,"Same length",,,,May,Winter,Yes,No,Meat,Water,History,2,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",34,21,,,,,,,,,,,,,Some,"Graduate degree",Jazz,"Freeze time",Happy,"Musician or singer",Environment
USA,WI,2016,"7         ",Female,13,Right-Handed,162,22,162,1,Bus,30,.378,38,Soccer,1000,1000,1000,1000,10,20,22,"Same length",7,7,"Same length",April,Summer,Yes,No,Meat,Water,"Mathematics and statistics",9.5,12,5,"Yes - other","Text messaging",20,20,24,1,0,3,4,1,5,2,6,18,0,3,"Very little","Graduate degree",Pop,Invisibility,Happy,Friend,"International aid"
USA,WI,2022,"12        ",Male,18,Ambidextrous,189,29,191,1,Car,3,.339,96,Walking/Hiking,0,0,3,10,10,10,28,"Right foot",8,8,"Same length",August,Fall,No,No,Meat,"Sports drink","Physical education",7,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,10,1,28,0,0,3,0,15,8,4,7,16,0,None,"Some college","Rap/Hip hop","Super strength",Happy,"Sports person",Religious
USA,WI,2023,"12        ",Female,17,Right-Handed,173,25,163,1,Bus,95,0.225,35,Walking/Hiking,950,300,300,300,25,150,25,"Same length",,,,May,Winter,Yes,No,Meat,Water,History,2,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",34,21,,,,,,,,,,,,,Some,"Graduate degree",Jazz,"Freeze time",Happy,"Musician or singer",Environment
USA,WI,2017,"12        ",Female,17,Left-Handed,162,25,163,1,Car,10,0.355,53,Running/Jogging,500,500,500,500,900,900,25,"Same length",90,90,"Same length",February,Fall,No,Yes,"Rice/Noodle dishes",Juice,"Social studies",7,10,3,"Yes - broadband connection","Text messaging",30,30,20,0,3,15,0,0,25,7,30,3,0,2,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"International aid"
USA,WI,2018,"11        ",Female,16,Right-Handed,157.4,23,149.5,1,Car,17,.588,63,Soccer,1000,1000,500,800,800,900,24,"Left foot",7,6.5,"Index finger",February,Winter,Yes,No,Meat,Coffee,"Mathematics and statistics",6,10,3,"No internet connection","Text messaging",70,60,10,5,24,7,8,0,5,2,7,5,16,2,"A lot","Graduate degree",Country,Telepathy,Happy,"Doctor or nurse","International aid"
USA,WI,2021,"12        ",Female,17,Right-Handed,157,24.7,163,2,Car,5,.375,47,Dancing,802,401,604,503,203,952,25.5,"Left foot",8.7,9.2,"Ring finger",September,Summer,Yes,No,Poultry,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",24,25,2,24,1.5,1,0,0,12,24,24,1,0,.5,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,WI,2017,"8         ",Male,14,Right-Handed,170.2,25.4,172.7,2,Car,5,0.269,63,Baseball/Softball,449,626,497,754,0,250,25.4,"Same length",80,90,"Ring finger",November,Fall,Yes,No,Poultry,Water,"Physical education",8,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,5,1,5,3,10,4,4,1,4,2,0,2,"Very little","Graduate degree",Pop,,Happy,"Sports person",Health
USA,WI,2018,"11        ",Female,16,Right-Handed,157,24,152,1,Car,15,0.888,56,Other,900,900,900,800,500,900,23,"Left foot",7.5,7.2,"Index finger",June,Summer,No,No,Pizza/Pasta,Water,Music,7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,20,1,0,5,0,0,20,15,15,3,15,0,Some,"Undergraduate degree",Pop,Invisibility,Happy,Other,"Arts, culture, sports"
USA,WI,2019,"12        ",Female,17,Right-Handed,162,26,158,2,Car,15,.369,49,Tennis,500,300,400,900,100,1000,27,"Left foot",73,74,"Ring finger",August,Fall,No,No,Desserts,Water,Languages,7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,10,3,2,5,3,10,0,4,1,4,2,5,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,WI,2016,"8         ",Female,14,Left-Handed,145,20,145,2,Bus,20,0.369,43,Other,550,850,950,850,0,300,22,"Left foot",75,70,"Index finger",February,Fall,Yes,No,Breads/Sandwiches,Water,Music,9,11,4,"No internet connection","Text messaging",1,0,3,0,2,4,1,0,2,1,0,2,0,4,Some,"Graduate degree",Other,Telepathy,Happy,Other,Health
USA,WI,2017,"11        ",Female,16,Right-Handed,157,24.1,58.5,1,Car,4,2,13,Athletics,1000,1000,1000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2022,"9         ",Male,14,Right-Handed,186,26,183,1,Bicycle,15,0.345,31,Basketball,900,920,882,880,872,932,26,"Same length",9.5,9,"Index finger",November,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,8,3,"Yes - broadband connection",,12,12,17,1,10,15,15,5,10,7,15,3,5,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"International aid"
USA,WI,2018,"12        ",Female,17,Right-Handed,163,25,64,2,Car,6,0.627,31,Other,865,900,120,99,1000,1000,64.2,"Left foot",63.5,63.7,"Ring finger",February,Summer,No,No,Pizza/Pasta,"Energy drink",Languages,6,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,16,3,0,10,3,0,12,6,3,20,10,20,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,WI,2015,"11        ",Male,16,Right-Handed,170,26,175,1,Car,5,0.345,56,Soccer,1000,500,1000,1000,1000,1000,56,"Same length",80,90,"Ring finger",January,Summer,Yes,No,Pizza/Pasta,Tea,"Computers and technology",7,8,4,,"Text messaging",20,20,4,0,18,5,,18,1,5,30,4,0,1,"A lot",Other,Techno/Electronic,Telepathy,Rich,Other,Environment
USA,WI,2015,"7         ",Male,13,Right-Handed,172,28,166,1,Bus,30,0.355,34,"Martial Arts",1000,1000,802,754,278,1000,26,"Right foot",120,100,"Index finger",April,Fall,Yes,No,Meat,Water,Science,8,6,4,"Yes - broadband connection","Text messaging",10,11,6.5,0,.25,5,3,14,0,.5,5,10,0,2,"Very little",Other,"Heavy metal",Telepathy,Happy,"Religious figure",Religious
USA,WI,2019,"11        ",Male,19,Right-Handed,168,30,154,1,Car,9,.43,30,Other,,,,,,,30,"Same length",8.5,8.5,"Same length",June,Summer,No,No,Meat,Water,"Physical education",6,9,3,"Yes - broadband connection","In person",100,100,16,1,1,1,5,78,78,1,78,0,30,0,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Rich,"Business person","Wildlife, animals"
USA,WI,2013,"8         ",Male,13,Right-Handed,163,27,164,1,Bus,18,.54,53,Baseball/Softball,1000,1000,1000,1000,1000,1000,27,"Same length",75,66,"Index finger",July,Spring,No,No,Pizza/Pasta,Water,"Physical education",8,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,55,5,3,2,2,5,2,3,3,10,2,0,1,Some,"Graduate degree",Country,Fly,Rich,"Religious figure","International aid"
USA,WI,2013,"8         ",Male,14,Right-Handed,73,30,,2,Bus,40,0.348,40,Swimming,802,150,5,96,1000,1000,27,"Same length",130,80,"Index finger",March,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",7,10,3,"Yes - other","Text messaging",0,0,0,0,1,.5,0,10,15,0,16,0,0,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Community leader or elder",Other
USA,WI,2018,"12        ",Female,17,Right-Handed,162,,160.5,2,Car,30,.398,49,Other,,,,,,,,,78,75,"Index finger",December,Fall,No,No,Desserts,Coffee,Art,6.5,9,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",35,34,3,.5,7,4,8,0,8,3,1,.5,8,3,Some,"Undergraduate degree",Pop,Telepathy,Happy,Actor,Health
USA,WI,2017,"12        ",Female,17,Ambidextrous,161,22,167,2,Walk,15,0.54,44,Swimming,800,800,1000,900,500,700,21,"Right foot",75,75,"Same length",August,Fall,Yes,No,Fruit,"Soft drink (caffeinated)","Social studies",8,6,4,"Yes - other","Text messaging",200,200,6,1,3,6,0,0,8,10,80,5,25,15,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Friend,Health
USA,WI,2018,"11        ",Male,17,Right-Handed,172.7,27,168.5,1,Car,5,.471,41,Baseball/Softball,50,100,25,250,900,1000,26,"Right foot",80,83,"Ring finger",September,Summer,No,No,Meat,Other,"Physical education",6,4,5,"Yes - broadband connection","Text messaging",100,200,50,4,2,3,45,1,4,4,6,2,30,2,Some,"Some college",Country,Fly,Happy,Friend,Health
USA,WI,2013,"8         ",Female,13,Right-Handed,165,25,158,2,Bus,15,.58,49,Dancing,700,900,300,400,500,925,24.5,"Right foot",75,70,"Index finger",April,Spring,No,No,Pizza/Pasta,Juice,Music,8,12,3,"Yes - broadband connection","In person",15,17,30,2,4,125,6,0,8,100,3,6,0,1,Some,"Graduate degree",Country,Telepathy,Happy,Actor,"Wildlife, animals"
USA,WI,2017,"6         ",Male,13,Right-Handed,175,25,164,1,Car,15,.399,30,Golf,406,209,102,503,1000,1000,24,"Right foot",75,78,"Ring finger",May,Summer,Yes,No,Pizza/Pasta,Water,English,7,10,4,"Yes - broadband connection","Internet chat or instant messaging",5,2,7,1,1,0,0,2,2,1,5,1,0,1,"A lot","Some college",Pop,Telepathy,Rich,Other,Religious
USA,WI,2016,"12        ",Female,17,Right-Handed,167,22,166,1,Car,4,.802,38,Other,500,500,500,500,500,500,22,"Same length",850,750,"Index finger",August,Summer,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,9,5,"Yes - other",,300,350,10,1,4,3,3,1,8,12,10,8,16,6,Some,"Graduate degree",Country,Fly,Happy,Actor,"International aid"
USA,WI,2016,"12        ",Male,17,Right-Handed,175.8,25,168,2,Car,18,.290,40,"Football (American)",3,2,4,1,6,5,25,"Same length",80,70,"Index finger",November,Fall,No,No,Meat,Milk,History,8.5,6,4,"Yes - broadband connection","Cell phone",40,50,30,1,3,50,18,10,1,2,3,3,12,4,"Very little","Graduate degree","Rock and roll","Freeze time",Rich,Politician,Health
USA,WI,2013,"8         ",Female,13,Left-Handed,145,21,23,1,Bicycle,15,.385,93,Cycling,500,500,500,500,1,1,23,"Left foot",75,85,"Ring finger",August,Summer,Yes,No,Salads,Tea,Other,8,6,10,"No internet connection","In person",0,0,0,0,60,60,60,0,0,0,25,30,0,120,"A lot",,Country,Telepathy,Happy,"Religious figure",Religious
USA,WI,2014,"12        ",Male,18,Right-Handed,189,30,182,1,Car,5,.304,46,Golf,433,540,1000,840,840,765,30,"Same length",82,86,"Ring finger",August,Fall,Yes,No,Meat,Water,History,6,9,5,"Yes - broadband connection","Text messaging",70,90,15,1,6,5,3,14,7,7,4,6,20,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Business person","International aid"
USA,WI,2016,"7         ",Female,12,Right-Handed,160,22.85,155,1,Bus,"30 ",456,46,Swimming,70,0,900,500,200,1000,22.85,"Right foot",90,110,"Ring finger",December,Winter,No,No,Salads,Juice,Art,7,5,5,"Yes - other","Text messaging",50,20,24,2,5,4,7,0,9,1,5,7,3,9,Some,Other,"Rap/Hip hop",Invisibility,Happy,Other,Other
USA,WI,2021,"12        ",Female,16,Left-Handed,150,19,151,2,Car,5,.367,30,"Table Tennis",722,1000,487,476,604,856,19,"Same length",60,68,"Ring finger",May,Fall,Yes,No,Seafood,Tea,Science,7,8,4,"Yes - broadband connection","Internet chat or instant messaging",5,10,10,0,5,15,10,5,10,4,10,0,0,5,Some,"Graduate degree",Other,"Freeze time",Happy,Actor,Health
USA,WI,2014,"6         ",Female,11,Right-Handed,153,23,155,1,Walk,5,0.489,32,Tennis,283,781,850,1000,102,471,23,"Same length",7,6,"Index finger",October,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,8,4,"Yes - other","Text messaging",18,6,38,1,5,2,8,1,2,1,1,2,0,2,"Very little","Graduate degree",Pop,Fly,Happy,Teacher,"International aid"
USA,WI,2017,"8         ",Male,13,Right-Handed,160,25,152,1,Walk,2,0.364,25,Baseball/Softball,500,456,01,250,750,1000,25,"Same length",9,8,"Index finger",June,Spring,No,No,Meat,"Soft drink (caffeinated)","Physical education",8.5,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,4,6,.5,.5,4,6,3,6,.5,.5,3,0,1,None,"High school","Rap/Hip hop","Freeze time",Happy,"Sports person","Education/Youth development"
USA,WI,2018,"12        ",Female,17,Right-Handed,171,24,170,1,Car,25,.36,50,Lacrosse,500,700,400,300,800,900,23,"Right foot",85,75,"Index finger",June,Fall,No,No,Pizza/Pasta,Water,"Social studies",8,10,5,"Yes - broadband connection","Text messaging",15,30,5,0,5,9,13,0,7,2,12,7,15,5,Some,"Undergraduate degree",Country,Fly,Happy,Other,"Wildlife, animals"
USA,WI,2015,"12        ",Female,18,Right-Handed,163,22,166,1,Car,8,0.369,55,Tennis,1000,503,1000,668,1000,1000,22,"Same length",7.3,6.5,"Index finger",May,Fall,No,No,Poultry,"Soft drink (caffeinated)",Science,6,9,3,"Yes - broadband connection","Text messaging",50,50,2,1,8,2,1,0,1,1,10,10,10,0,Some,"Graduate degree",Pop,Telepathy,Happy,"Business person","Arts, culture, sports"
USA,WI,2023,"12        ",Male,18,Right-Handed,177,25.5,171,3,Bus,32,0.329,37,Running/Jogging,1000,572,754,647,1000,1000,25.5,"Same length",82,87,"Same length",November,Fall,Yes,No,"Rice/Noodle dishes",Water,English,5,8,3,"Yes - broadband connection","Text messaging",20,10,4,1,6,2,2,3,3,2,8,0,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,"Community leader or elder",Environment
USA,WI,2016,"7         ",Female,12,Right-Handed,141,21,140,2,Bus,50,0.443,47,Soccer,980,980,900,990,500,300,22,,9,9,"Same length",October,Fall,No,No,"Rice/Noodle dishes",Milk,"Mathematics and statistics",8,9,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,40,9,2,2,6,2,1,2,2,2,1,1,1,"Very little",,"Rap/Hip hop",,,Other,"International aid"
USA,WI,2016,"12        ",Female,17,Right-Handed,165,24,170,2,Car,7,.456,33,Soccer,1000,1000,1000,615,684,800,24,"Same length",73,78,"Ring finger",November,Fall,No,Yes,Pizza/Pasta,Water,"Social studies",7,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",8,20,7,1,3,4,4,1,8,1,20,10,15,4,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,WI,2015,"8         ",Male,14,Right-Handed,154,26,162.5,1,Bus,30,.467,45,"Football (American)",305,321,128,406,444,524,26,"Same length",90,97,"Same length",May,Summer,Yes,No,Meat,Milk,Science,7,10,7,"Yes - broadband connection",Telephone,0,0,27,3,5,47,12,10,4,0,17,23,0,5,Some,Other,Country,"Freeze time",,"Doctor or nurse","Wildlife, animals"
USA,WI,2018,"12        ",Female,16,Right-Handed,163,23,166,2,Car,7,.47,35,Gymnastics,700,700,600,600,1000,1000,24,"Left foot",72,73,"Ring finger",September,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",4,10,4,"Yes - broadband connection","Text messaging",150,150,10,.5,20,1,10,0,4,6,40,20,8,0,"A lot","Graduate degree",Pop,Fly,Happy,"Sports person",Health
USA,WI,2013,"8         ",Female,13,Right-Handed,164,23,168,2,Bus,40,.231,37,Other,920,572,583,508,396,289,24,"Left foot",65,64,"Index finger",June,Summer,No,No,Meat,Milk,"Mathematics and statistics",8,7,4,"Yes - broadband connection","Text messaging",100,100,2,2,4,3,20,0,0,10,4,5,3,2,Some,"Graduate degree",Country,Telepathy,Happy,Friend,Health
USA,WI,2021,"12        ",Male,17,Right-Handed,188,28,191,1,Car,4,0.326,35,Golf,999,500,200,500,200,300,27,"Right foot",91,86,"Index finger",March,Summer,No,No,Meat,Water,Art,6.5,9,4,"Yes - broadband connection","Cell phone",6,8,12,1,8,2,4,4,7,1,13,5,8,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Friend,Environment
USA,WI,2021,"12        ",Female,17,Right-Handed,5.5,,,2,Walk,10,0.310,37,Cycling,800,600,600,550,650,650,,,,,"Same length",September,Summer,Yes,No,"Rice/Noodle dishes",Water,Art,7.5,8.5,4,"Yes - broadband connection","Internet chat or instant messaging",500,500,7,0,2,24,2,42,24,7,48,11,0,4,"A lot","Graduate degree","Heavy metal",Telepathy,Happy,Relative,Environment
USA,WI,2018,"12        ",Female,17,Right-Handed,163,24,156,1,Car,8,.352,37,Other,4,3,6,5,2,1,24,"Same length",95,85,"Index finger",October,Summer,Yes,No,Meat,Water,"Mathematics and statistics",9,7,3,"Yes - other","Text messaging",100,100,10,2,5,5,5,0,10,10,10,5,15,2,Some,"Graduate degree",Country,Fly,Healthy,Relative,"Wildlife, animals"
USA,WI,2022,"12        ",Female,17,Right-Handed,162,22,147,1,Car,5,0.46,65,Soccer,350,400,500,480,10,100,24,"Left foot",60,70,"Ring finger",March,Summer,No,No,Pizza/Pasta,Water,"Social studies",7,8,5,"Yes - broadband connection","Cell phone",30,35,8,2,5,10,8,0,1,2,3,1,5,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,WI,2018,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2021,"12        ",Male,17,Left-Handed,173,30,169,1,Car,6,0.22,45,Running/Jogging,500,5000,1000,1000,1000,1000,30,"Same length",9,8,"Index finger",December,Summer,Yes,No,Meat,Water,"Physical education",6,9,3,"Yes - broadband connection","Text messaging",50,50,6,0,1,2,16,0,1,8,2,0,0,4,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person",Health
USA,WI,2014,"6         ",Female,11,Right-Handed,121,,127,1,Bus,"32 ",1.069,"39 ",Basketball,444,545,1000,123,0,1000,17,"Same length",64,60,"Index finger",July,Spring,No,No,Seafood,"Energy drink",Other,8,9,5,"Yes - other","Text messaging",2,0,65,1,5,4,7,4,0,1,,,,,,,,,,,
USA,WI,2020,"12        ",Male,17,Right-Handed,182,27,175,1,Car,6,0.392,37,Running/Jogging,1000,750,600,500,700,900,26,"Right foot",88,84,"Index finger",February,Winter,Yes,No,Pizza/Pasta,Water,"Social studies",8,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,5,15,2,18,7,16,3,30,1,30,5,0,3,Some,"Graduate degree","Rock and roll",Fly,Happy,"Musician or singer","International aid"
USA,WI,2013,"12        ",Female,17,Right-Handed,163,22,151,2,Car,7,.399,52,Golf,800,500,400,700,800,1000,23,"Right foot",66,63,"Index finger",May,Fall,No,Yes,Soups,Water,English,7,11,3,"Yes - broadband connection","Text messaging",10,15,4,0,9,1,0,0,6,3,15,3,11,1,"A lot","Graduate degree","Punk rock",Invisibility,Famous,Actor,"Wildlife, animals"
USA,WI,2020,"12        ",Male,17,Ambidextrous,154,20,84,2,Car,16,0.275,61,Cycling,900,900,900,700,1000,1000,20,"Same length",85,65,"Index finger",October,Spring,No,No,Meat,Water,"Computers and technology",6,9,4,"Yes - broadband connection","Cell phone",5,5,3,0,1,2,1,4,4,1,10,0,6,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer",Environment
USA,WI,2016,"7         ",Female,"12 ",Left-Handed,5,,,1,Bus,20,0.676,66,Tennis,500,300,300,800,200,700,,,,,,,Fall,No,No,Pizza/Pasta,"Powdered drink",Music,8,12,3,"Yes - other","Text messaging",1000,1000,5,2,1,1,2,3,7,0,"5 ",1,0,1,None,"Undergraduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Wildlife, animals"
USA,WI,2017,"8         ",Male,14,Right-Handed,158,25,150,1,Bus,30,0.312,47,Other,6,5,3,4,1,2,25,"Same length",8.5,8,"Index finger",September,Winter,Yes,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",7,10,3,"Yes - broadband connection","Text messaging",27,36,5,.5,20,20,10,0,2,2,40,0,0,10,"A lot","Graduate degree",Country,"Super strength",Rich,Other,"Wildlife, animals"
USA,WI,2016,"12        ",,17,,182.8,26,189,1,,5,.336,50,,925,487,594,861,786,652,26.5,"Left foot",80,90,"Ring finger",February,Fall,No,No,Meat,Water,"Computers and technology",8,6.5,4,"Yes - broadband connection","In person",0,0,10,1,12,5,8,5,3,1,6,0,0,7,Some,"Graduate degree",Jazz,"Freeze time",Happy,Teacher,Environment
USA,WI,2013,"8         ",Female,13,Right-Handed,156,24,152,1,Bus,15,.501,64,Tennis,700,900,500,500,1,1,23,"Right foot",70,70,"Same length",May,Summer,No,No,Pizza/Pasta,Tea,Music,,10,5,"Yes - broadband connection",Telephone,0,0,3,1,7,5,3,3,0,0,1,2,0,1,None,"Graduate degree","Punk rock",Fly,Happy,Other,Environment
USA,WI,2016,"7         ",Female,12,Right-Handed,149,22,,1,Car,12,0.451,41,Soccer,987,862,1000,854,12,35,22,"Same length",,,,July,Fall,No,No,Meat,Milk,English,8,12,5,"Yes - broadband connection","In person",0,0,40,3,7,32,16,0,1,0,6,20,0,5,Some,"Undergraduate degree",Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,WI,2014,"6         ",Male,12,Right-Handed,148,28,156,1,Car,1,0.489,58,None,1000,1000,1000,1000,1000,1000,28,"Same length",70,80,"Ring finger",June,Summer,Yes,No,Pizza/Pasta,Water,"Physical education",10,10,6,"Yes - other","In person",0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Less than high school","Rap/Hip hop",Invisibility,Famous,Actor,"Wildlife, animals"
USA,WI,2017,"8         ",Female,13,Right-Handed,158,,,1,Car,30,0.505,50,Dancing,1000,492,1000,401,551,845,,"Same length",,,,August,Spring,Yes,No,"Rice/Noodle dishes",Water,Science,8,8,7,"Yes - other","Internet chat or instant messaging",10,5,45,3,10,10,2,0,24,12,150,5,0,2,"A lot","Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
USA,WI,2013,"8         ",Male,12,Left-Handed,156,23,149,1,Bus,25,.442,62,Baseball/Softball,970,900,1000,700,750,600,23,"Same length",7,6,"Index finger",April,Summer,No,No,Fruit,Water,"Mathematics and statistics",9,8,5,"Yes - broadband connection","In person",3,0,1,.5,6,1,13.5,4,5,1,1,8,0,5,"A lot","Graduate degree",Pop,Invisibility,Healthy,Relative,"Arts, culture, sports"
